
1809	DPYSL3	dihydropyrimidinase like 3 [Source:HGNC Symbol;Acc:HGNC:3015]		GO_DISTAL_AXON	GO_SECRETORY_VESICLE						GO_ACTIN_CYTOSKELETON					GO_SYNAPSE					GO_AXON	GO_FILAMENTOUS_ACTIN	GO_TRANSPORT_VESICLE				GO_SITE_OF_POLARIZED_GROWTH		GO_SUPRAMOLECULAR_COMPLEX		GO_NEURON_PROJECTION				GO_SUPRAMOLECULAR_POLYMER								GO_POLYMERIC_CYTOSKELETAL_FIBER		GO_ACTIN_FILAMENT																					GO_CELL_BODY	GO_EXOCYTIC_VESICLE														GO_CELL_LEADING_EDGE
1314	COPA	COPI coat complex subunit alpha [Source:HGNC Symbol;Acc:HGNC:2230]		GO_DISTAL_AXON						GO_VESICLE_MEMBRANE			GO_WHOLE_MEMBRANE								GO_AXON		GO_TRANSPORT_VESICLE		GO_COATED_VESICLE_MEMBRANE		GO_SITE_OF_POLARIZED_GROWTH				GO_NEURON_PROJECTION	GO_VESICLE_COAT					GO_COATED_VESICLE		GO_MEMBRANE_COAT					GO_GOLGI_ASSOCIATED_VESICLE_MEMBRANE			GO_MEMBRANE_PROTEIN_COMPLEX														GO_GOLGI_ASSOCIATED_VESICLE	GO_GOLGI_APPARATUS																			
1915	EEF1A1	eukaryotic translation elongation factor 1 alpha 1 [Source:HGNC Symbol;Acc:HGNC:3189]			GO_SECRETORY_VESICLE	GO_VACUOLAR_MEMBRANE		GO_CORTICAL_ACTIN_CYTOSKELETON	GO_VACUOLE		GO_ACTIN_CYTOSKELETON	GO_PLASMA_MEMBRANE_REGION	GO_WHOLE_MEMBRANE		GO_CORTICAL_CYTOSKELETON		GO_CELL_CORTEX		GO_FICOLIN_1_RICH_GRANULE	GO_VESICLE_LUMEN						GO_CYTOPLASMIC_SIDE_OF_MEMBRANE		GO_SECRETORY_GRANULE								GO_SIDE_OF_MEMBRANE														GO_NUCLEOLUS																															GO_CELL_LEADING_EDGE
55667	DENND4C	DENN domain containing 4C [Source:HGNC Symbol;Acc:HGNC:26079]			GO_SECRETORY_VESICLE					GO_VESICLE_MEMBRANE								GO_RETROMER_COMPLEX										GO_SECRETORY_GRANULE																			GO_MEMBRANE_PROTEIN_COMPLEX															GO_GOLGI_APPARATUS																			
5223	PGAM1	phosphoglycerate mutase 1 [Source:HGNC Symbol;Acc:HGNC:8888]			GO_SECRETORY_VESICLE														GO_FICOLIN_1_RICH_GRANULE	GO_VESICLE_LUMEN								GO_SECRETORY_GRANULE																																																					
55737	VPS35	VPS35 retromer complex component [Source:HGNC Symbol;Acc:HGNC:13487]				GO_VACUOLAR_MEMBRANE			GO_VACUOLE				GO_WHOLE_MEMBRANE			GO_SYNAPSE		GO_RETROMER_COMPLEX													GO_NEURON_PROJECTION			GO_ENDOSOME						GO_PERINUCLEAR_REGION_OF_CYTOPLASM							GO_MEMBRANE_PROTEIN_COMPLEX									GO_ENDOSOME_MEMBRANE				GO_PRESYNAPSE						GO_CELL_BODY		GO_POSTSYNAPSE			GO_LATE_ENDOSOME						GO_SOMATODENDRITIC_COMPARTMENT	GO_GLUTAMATERGIC_SYNAPSE	GO_EARLY_ENDOSOME		
4640	MYO1A	myosin IA [Source:HGNC Symbol;Acc:HGNC:7595]						GO_CORTICAL_ACTIN_CYTOSKELETON			GO_ACTIN_CYTOSKELETON	GO_PLASMA_MEMBRANE_REGION	GO_WHOLE_MEMBRANE		GO_CORTICAL_CYTOSKELETON		GO_CELL_CORTEX					GO_FILAMENTOUS_ACTIN							GO_SUPRAMOLECULAR_COMPLEX				GO_MYOSIN_COMPLEX		GO_SUPRAMOLECULAR_POLYMER						GO_APICAL_PLASMA_MEMBRANE	GO_BRUSH_BORDER	GO_POLYMERIC_CYTOSKELETAL_FIBER		GO_ACTIN_FILAMENT				GO_APICAL_PART_OF_CELL					GO_CLUSTER_OF_ACTIN_BASED_CELL_PROJECTIONS																											
1073	CFL2	cofilin 2 [Source:HGNC Symbol;Acc:HGNC:1875]						GO_CORTICAL_ACTIN_CYTOSKELETON			GO_ACTIN_CYTOSKELETON				GO_CORTICAL_CYTOSKELETON		GO_CELL_CORTEX												GO_SUPRAMOLECULAR_COMPLEX						GO_SUPRAMOLECULAR_POLYMER																																		GO_CONTRACTILE_FIBER												
1399	CRKL	CRK like proto-oncogene, adaptor protein [Source:HGNC Symbol;Acc:HGNC:2363]										GO_PLASMA_MEMBRANE_REGION				GO_SYNAPSE																																										GO_EXTRINSIC_COMPONENT_OF_PLASMA_MEMBRANE										GO_POSTSYNAPSE				GO_POSTSYNAPTIC_MEMBRANE		GO_EXTRINSIC_COMPONENT_OF_MEMBRANE						GO_SYNAPTIC_MEMBRANE	
7265	TTC1	tetratricopeptide repeat domain 1 [Source:HGNC Symbol;Acc:HGNC:12391]											GO_WHOLE_MEMBRANE																																						GO_MICROBODY																														
23193	GANAB	glucosidase II alpha subunit [Source:HGNC Symbol;Acc:HGNC:4138]												GO_PIGMENT_GRANULE																																																GO_GOLGI_APPARATUS																			
22821	RASA3	RAS p21 protein activator 3 [Source:HGNC Symbol;Acc:HGNC:20331]																								GO_CYTOPLASMIC_SIDE_OF_MEMBRANE										GO_SIDE_OF_MEMBRANE																																													
26130	GAPVD1	GTPase activating protein and VPS9 domains 1 [Source:HGNC Symbol;Acc:HGNC:23375]																																GO_ENDOSOME																																															
25879	DCAF13	DDB1 and CUL4 associated factor 13 [Source:HGNC Symbol;Acc:HGNC:24535]																																																GO_NUCLEOLUS															GO_CENTROSOME					GO_MICROTUBULE_CYTOSKELETON			GO_RIBONUCLEOPROTEIN_COMPLEX		GO_MICROTUBULE_ORGANIZING_CENTER						
80746	TSEN2	tRNA splicing endonuclease subunit 2 [Source:HGNC Symbol;Acc:HGNC:28422]																																																GO_NUCLEOLUS															GO_CENTROSOME					GO_MICROTUBULE_CYTOSKELETON					GO_MICROTUBULE_ORGANIZING_CENTER						
4141	MARS1	methionyl-tRNA synthetase 1 [Source:HGNC Symbol;Acc:HGNC:6898]																																																GO_NUCLEOLUS																															
10654	PMVK	phosphomevalonate kinase [Source:HGNC Symbol;Acc:HGNC:9141]																																																	GO_MICROBODY																														
51747	LUC7L3	LUC7 like 3 pre-mRNA splicing factor [Source:HGNC Symbol;Acc:HGNC:24309]																																																													GO_SPLICEOSOMAL_COMPLEX										GO_RIBONUCLEOPROTEIN_COMPLEX								
8802	SUCLG1	succinate-CoA ligase GDP/ADP-forming subunit alpha [Source:HGNC Symbol;Acc:HGNC:11449]																																																																															
129607	CMPK2	cytidine/uridine monophosphate kinase 2 [Source:HGNC Symbol;Acc:HGNC:27015]																																																																															
125950	RAVER1	ribonucleoprotein, PTB binding 1 [Source:HGNC Symbol;Acc:HGNC:30296]																																																																															
6050	RNH1	ribonuclease/angiogenin inhibitor 1 [Source:HGNC Symbol;Acc:HGNC:10074]																																																																															
80014	WWC2	WW and C2 domain containing 2 [Source:HGNC Symbol;Acc:HGNC:24148]																																																																															
833	CARS1	cysteinyl-tRNA synthetase 1 [Source:HGNC Symbol;Acc:HGNC:1493]																																																																															
83786	FRMD8	FERM domain containing 8 [Source:HGNC Symbol;Acc:HGNC:25462]																																																																															
