
1615	DARS1	aspartyl-tRNA synthetase 1 [Source:HGNC Symbol;Acc:HGNC:2678]	GO_RNA_BINDING	GO_RIBONUCLEOTIDE_BINDING	GO_ADENYL_NUCLEOTIDE_BINDING							GO_LIGASE_ACTIVITY	GO_LIGASE_ACTIVITY_FORMING_CARBON_OXYGEN_BONDS									GO_AMINOACYLASE_ACTIVITY							GO_CATALYTIC_ACTIVITY_ACTING_ON_A_TRNA	GO_CATALYTIC_ACTIVITY_ACTING_ON_RNA																																								GO_HYDROLASE_ACTIVITY_ACTING_ON_CARBON_NITROGEN_BUT_NOT_PEPTIDE_BONDS_IN_LINEAR_AMIDES													GO_HYDROLASE_ACTIVITY_ACTING_ON_CARBON_NITROGEN_BUT_NOT_PEPTIDE_BONDS											
55699	IARS2	isoleucyl-tRNA synthetase 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:29685]	GO_RNA_BINDING	GO_RIBONUCLEOTIDE_BINDING	GO_ADENYL_NUCLEOTIDE_BINDING							GO_LIGASE_ACTIVITY	GO_LIGASE_ACTIVITY_FORMING_CARBON_OXYGEN_BONDS																GO_CATALYTIC_ACTIVITY_ACTING_ON_A_TRNA	GO_CATALYTIC_ACTIVITY_ACTING_ON_RNA																																						GO_TRNA_BINDING																				GO_CARBOXYLIC_ESTER_HYDROLASE_ACTIVITY						
7203	CCT3	chaperonin containing TCP1 subunit 3 [Source:HGNC Symbol;Acc:HGNC:1616]	GO_RNA_BINDING	GO_RIBONUCLEOTIDE_BINDING	GO_ADENYL_NUCLEOTIDE_BINDING																																														GO_UNFOLDED_PROTEIN_BINDING																																											
7284	TUFM	Tu translation elongation factor, mitochondrial [Source:HGNC Symbol;Acc:HGNC:12420]	GO_RNA_BINDING	GO_RIBONUCLEOTIDE_BINDING						GO_HYDROLASE_ACTIVITY_ACTING_ON_ACID_ANHYDRIDES							GO_TRANSLATION_REGULATOR_ACTIVITY			GO_TRANSLATION_FACTOR_ACTIVITY_RNA_BINDING					GO_TRANSLATION_REGULATOR_ACTIVITY_NUCLEIC_ACID_BINDING																																																												GO_GTPASE_ACTIVITY									GO_GUANYL_NUCLEOTIDE_BINDING
2316	FLNA	filamin A [Source:HGNC Symbol;Acc:HGNC:3754]	GO_RNA_BINDING			GO_CADHERIN_BINDING	GO_CELL_ADHESION_MOLECULE_BINDING	GO_IDENTICAL_PROTEIN_BINDING						GO_PROTEIN_CONTAINING_COMPLEX_BINDING		GO_CYTOSKELETAL_PROTEIN_BINDING					GO_ACTIN_BINDING											GO_ION_CHANNEL_BINDING	GO_SIGNALING_RECEPTOR_BINDING										GO_ACTIN_FILAMENT_BINDING					GO_PROTEIN_DIMERIZATION_ACTIVITY				GO_TRANSCRIPTION_FACTOR_BINDING		GO_PROTEIN_HOMODIMERIZATION_ACTIVITY																		GO_RAC_GTPASE_BINDING								GO_KINASE_BINDING		GO_G_PROTEIN_COUPLED_RECEPTOR_BINDING									GO_CHANNEL_REGULATOR_ACTIVITY	GO_RHO_GTPASE_BINDING		
2317	FLNB	filamin B [Source:HGNC Symbol;Acc:HGNC:3755]	GO_RNA_BINDING			GO_CADHERIN_BINDING	GO_CELL_ADHESION_MOLECULE_BINDING	GO_IDENTICAL_PROTEIN_BINDING								GO_CYTOSKELETAL_PROTEIN_BINDING					GO_ACTIN_BINDING																																																																									
10985	GCN1	GCN1 activator of EIF2AK4 [Source:HGNC Symbol;Acc:HGNC:4199]	GO_RNA_BINDING			GO_CADHERIN_BINDING	GO_CELL_ADHESION_MOLECULE_BINDING							GO_PROTEIN_CONTAINING_COMPLEX_BINDING			GO_TRANSLATION_REGULATOR_ACTIVITY			GO_TRANSLATION_FACTOR_ACTIVITY_RNA_BINDING					GO_TRANSLATION_REGULATOR_ACTIVITY_NUCLEIC_ACID_BINDING																																								GO_ENZYME_REGULATOR_ACTIVITY															GO_KINASE_BINDING						GO_RIBONUCLEOPROTEIN_COMPLEX_BINDING								
10528	NOP56	NOP56 ribonucleoprotein [Source:HGNC Symbol;Acc:HGNC:15911]	GO_RNA_BINDING			GO_CADHERIN_BINDING	GO_CELL_ADHESION_MOLECULE_BINDING																																																																																							
87	ACTN1	actinin alpha 1 [Source:HGNC Symbol;Acc:HGNC:163]	GO_RNA_BINDING				GO_CELL_ADHESION_MOLECULE_BINDING	GO_IDENTICAL_PROTEIN_BINDING						GO_PROTEIN_CONTAINING_COMPLEX_BINDING		GO_CYTOSKELETAL_PROTEIN_BINDING			GO_STRUCTURAL_MOLECULE_ACTIVITY		GO_ACTIN_BINDING											GO_ION_CHANNEL_BINDING	GO_SIGNALING_RECEPTOR_BINDING							GO_DOUBLE_STRANDED_RNA_BINDING			GO_ACTIN_FILAMENT_BINDING					GO_PROTEIN_DIMERIZATION_ACTIVITY						GO_PROTEIN_HOMODIMERIZATION_ACTIVITY																																			GO_INTEGRIN_BINDING					
7532	YWHAG	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein gamma [Source:HGNC Symbol;Acc:HGNC:12852]	GO_RNA_BINDING					GO_IDENTICAL_PROTEIN_BINDING	GO_PROTEIN_DOMAIN_SPECIFIC_BINDING																								GO_SIGNALING_RECEPTOR_BINDING				GO_INSULIN_LIKE_GROWTH_FACTOR_RECEPTOR_BINDING																												GO_ENZYME_REGULATOR_ACTIVITY						GO_RECEPTOR_TYROSINE_KINASE_BINDING						GO_PROTEIN_TYROSINE_KINASE_BINDING			GO_KINASE_BINDING													GO_ENZYME_INHIBITOR_ACTIVITY	
8669	EIF3J	eukaryotic translation initiation factor 3 subunit J [Source:HGNC Symbol;Acc:HGNC:3270]	GO_RNA_BINDING					GO_IDENTICAL_PROTEIN_BINDING									GO_TRANSLATION_REGULATOR_ACTIVITY			GO_TRANSLATION_FACTOR_ACTIVITY_RNA_BINDING					GO_TRANSLATION_REGULATOR_ACTIVITY_NUCLEIC_ACID_BINDING																																		GO_TRANSLATION_INITIATION_FACTOR_ACTIVITY																																			
23435	TARDBP	TAR DNA binding protein [Source:HGNC Symbol;Acc:HGNC:11571]	GO_RNA_BINDING					GO_IDENTICAL_PROTEIN_BINDING																											GO_PRE_MRNA_INTRONIC_BINDING												GO_MRNA_BINDING																				GO_PRE_MRNA_BINDING																											
1213	CLTC	clathrin heavy chain [Source:HGNC Symbol;Acc:HGNC:2092]	GO_RNA_BINDING						GO_PROTEIN_DOMAIN_SPECIFIC_BINDING										GO_STRUCTURAL_MOLECULE_ACTIVITY														GO_SIGNALING_RECEPTOR_BINDING							GO_DOUBLE_STRANDED_RNA_BINDING		GO_UBIQUITIN_SPECIFIC_PROTEASE_BINDING																																						GO_KINASE_BINDING							GO_PROTEASE_BINDING							
4670	HNRNPM	heterogeneous nuclear ribonucleoprotein M [Source:HGNC Symbol;Acc:HGNC:5046]	GO_RNA_BINDING						GO_PROTEIN_DOMAIN_SPECIFIC_BINDING																																						GO_MRNA_BINDING																																															
6156	RPL30	ribosomal protein L30 [Source:HGNC Symbol;Acc:HGNC:10333]	GO_RNA_BINDING												GO_STRUCTURAL_CONSTITUENT_OF_RIBOSOME				GO_STRUCTURAL_MOLECULE_ACTIVITY																												GO_MRNA_BINDING																																															
6227	RPS21	ribosomal protein S21 [Source:HGNC Symbol;Acc:HGNC:10409]	GO_RNA_BINDING												GO_STRUCTURAL_CONSTITUENT_OF_RIBOSOME				GO_STRUCTURAL_MOLECULE_ACTIVITY																														GO_PROTEIN_N_TERMINUS_BINDING																																													
6135	RPL11	ribosomal protein L11 [Source:HGNC Symbol;Acc:HGNC:10301]	GO_RNA_BINDING												GO_STRUCTURAL_CONSTITUENT_OF_RIBOSOME				GO_STRUCTURAL_MOLECULE_ACTIVITY																																														GO_ENZYME_REGULATOR_ACTIVITY																			GO_UBIQUITIN_LIKE_PROTEIN_LIGASE_BINDING									GO_ENZYME_INHIBITOR_ACTIVITY	
25873	RPL36	ribosomal protein L36 [Source:HGNC Symbol;Acc:HGNC:13631]	GO_RNA_BINDING												GO_STRUCTURAL_CONSTITUENT_OF_RIBOSOME				GO_STRUCTURAL_MOLECULE_ACTIVITY																																																																											
6202	RPS8	ribosomal protein S8 [Source:HGNC Symbol;Acc:HGNC:10441]	GO_RNA_BINDING												GO_STRUCTURAL_CONSTITUENT_OF_RIBOSOME				GO_STRUCTURAL_MOLECULE_ACTIVITY																																																																											
6228	RPS23	ribosomal protein S23 [Source:HGNC Symbol;Acc:HGNC:10410]	GO_RNA_BINDING												GO_STRUCTURAL_CONSTITUENT_OF_RIBOSOME				GO_STRUCTURAL_MOLECULE_ACTIVITY																																																																											
10128	LRPPRC	leucine rich pentatricopeptide repeat containing [Source:HGNC Symbol;Acc:HGNC:15714]	GO_RNA_BINDING													GO_CYTOSKELETAL_PROTEIN_BINDING										GO_SINGLE_STRANDED_DNA_BINDING																																								GO_TUBULIN_BINDING												GO_MICROTUBULE_BINDING						GO_UBIQUITIN_LIKE_PROTEIN_LIGASE_BINDING										
7555	CNBP	CCHC-type zinc finger nucleic acid binding protein [Source:HGNC Symbol;Acc:HGNC:13164]	GO_RNA_BINDING														GO_TRANSLATION_REGULATOR_ACTIVITY									GO_SINGLE_STRANDED_DNA_BINDING																					GO_MRNA_BINDING																													GO_SINGLE_STRANDED_RNA_BINDING																		
10594	PRPF8	pre-mRNA processing factor 8 [Source:HGNC Symbol;Acc:HGNC:17340]	GO_RNA_BINDING															GO_MODIFICATION_DEPENDENT_PROTEIN_BINDING													GO_POLYUBIQUITIN_MODIFICATION_DEPENDENT_PROTEIN_BINDING				GO_PRE_MRNA_INTRONIC_BINDING			GO_U6_SNRNA_BINDING																							GO_SNRNA_BINDING						GO_PRE_MRNA_BINDING																											
10963	STIP1	stress induced phosphoprotein 1 [Source:HGNC Symbol;Acc:HGNC:11387]	GO_RNA_BINDING																				GO_PROTEIN_C_TERMINUS_BINDING																																																																							
23215	PRRC2C	proline rich coiled-coil 2C [Source:HGNC Symbol;Acc:HGNC:24903]	GO_RNA_BINDING																				GO_PROTEIN_C_TERMINUS_BINDING																																																																							
92906	HNRNPLL	heterogeneous nuclear ribonucleoprotein L like [Source:HGNC Symbol;Acc:HGNC:25127]	GO_RNA_BINDING																																												GO_MRNA_BINDING																																															
1431	CS	citrate synthase [Source:HGNC Symbol;Acc:HGNC:2422]	GO_RNA_BINDING																																																																																											
10970	CKAP4	cytoskeleton associated protein 4 [Source:HGNC Symbol;Acc:HGNC:16991]	GO_RNA_BINDING																																																																																											
65083	NOL6	nucleolar protein 6 [Source:HGNC Symbol;Acc:HGNC:19910]	GO_RNA_BINDING																																																																																											
9904	RBM19	RNA binding motif protein 19 [Source:HGNC Symbol;Acc:HGNC:29098]	GO_RNA_BINDING																																																																																											
10694	CCT8	chaperonin containing TCP1 subunit 8 [Source:HGNC Symbol;Acc:HGNC:1623]		GO_RIBONUCLEOTIDE_BINDING	GO_ADENYL_NUCLEOTIDE_BINDING	GO_CADHERIN_BINDING	GO_CELL_ADHESION_MOLECULE_BINDING			GO_HYDROLASE_ACTIVITY_ACTING_ON_ACID_ANHYDRIDES	GO_ATPASE_ACTIVITY																																								GO_UNFOLDED_PROTEIN_BINDING																																											
31	ACACA	acetyl-CoA carboxylase alpha [Source:HGNC Symbol;Acc:HGNC:84]		GO_RIBONUCLEOTIDE_BINDING	GO_ADENYL_NUCLEOTIDE_BINDING			GO_IDENTICAL_PROTEIN_BINDING				GO_LIGASE_ACTIVITY																																																																																		
9493	KIF23	kinesin family member 23 [Source:HGNC Symbol;Acc:HGNC:6392]		GO_RIBONUCLEOTIDE_BINDING	GO_ADENYL_NUCLEOTIDE_BINDING					GO_HYDROLASE_ACTIVITY_ACTING_ON_ACID_ANHYDRIDES	GO_ATPASE_ACTIVITY					GO_CYTOSKELETAL_PROTEIN_BINDING																																							GO_MOTOR_ACTIVITY											GO_TUBULIN_BINDING							GO_MICROTUBULE_MOTOR_ACTIVITY					GO_MICROTUBULE_BINDING																
4174	MCM5	minichromosome maintenance complex component 5 [Source:HGNC Symbol;Acc:HGNC:6948]		GO_RIBONUCLEOTIDE_BINDING	GO_ADENYL_NUCLEOTIDE_BINDING					GO_HYDROLASE_ACTIVITY_ACTING_ON_ACID_ANHYDRIDES	GO_ATPASE_ACTIVITY															GO_SINGLE_STRANDED_DNA_BINDING																																GO_HELICASE_ACTIVITY											GO_CATALYTIC_ACTIVITY_ACTING_ON_DNA																									
4677	NARS1	asparaginyl-tRNA synthetase 1 [Source:HGNC Symbol;Acc:HGNC:7643]		GO_RIBONUCLEOTIDE_BINDING	GO_ADENYL_NUCLEOTIDE_BINDING							GO_LIGASE_ACTIVITY	GO_LIGASE_ACTIVITY_FORMING_CARBON_OXYGEN_BONDS																GO_CATALYTIC_ACTIVITY_ACTING_ON_A_TRNA	GO_CATALYTIC_ACTIVITY_ACTING_ON_RNA			GO_SIGNALING_RECEPTOR_BINDING															GO_PROTEIN_DIMERIZATION_ACTIVITY																																		GO_G_PROTEIN_COUPLED_RECEPTOR_BINDING												
55236	UBA6	ubiquitin like modifier activating enzyme 6 [Source:HGNC Symbol;Acc:HGNC:25581]		GO_RIBONUCLEOTIDE_BINDING	GO_ADENYL_NUCLEOTIDE_BINDING							GO_LIGASE_ACTIVITY																																																																																		
10808	HSPH1	heat shock protein family H (Hsp110) member 1 [Source:HGNC Symbol;Acc:HGNC:16969]		GO_RIBONUCLEOTIDE_BINDING	GO_ADENYL_NUCLEOTIDE_BINDING											GO_CYTOSKELETAL_PROTEIN_BINDING																																																	GO_ENZYME_REGULATOR_ACTIVITY	GO_TUBULIN_BINDING																												
10654	PMVK	phosphomevalonate kinase [Source:HGNC Symbol;Acc:HGNC:9141]		GO_RIBONUCLEOTIDE_BINDING	GO_ADENYL_NUCLEOTIDE_BINDING																																																																																									
10051	SMC4	structural maintenance of chromosomes 4 [Source:HGNC Symbol;Acc:HGNC:14013]		GO_RIBONUCLEOTIDE_BINDING	GO_ADENYL_NUCLEOTIDE_BINDING																																																																																									
10120	ACTR1B	actin related protein 1B [Source:HGNC Symbol;Acc:HGNC:168]		GO_RIBONUCLEOTIDE_BINDING	GO_ADENYL_NUCLEOTIDE_BINDING																																																																																									
3308	HSPA4	heat shock protein family A (Hsp70) member 4 [Source:HGNC Symbol;Acc:HGNC:5237]		GO_RIBONUCLEOTIDE_BINDING	GO_ADENYL_NUCLEOTIDE_BINDING																																																																																									
10801	SEPTIN9	septin 9 [Source:HGNC Symbol;Acc:HGNC:7323]		GO_RIBONUCLEOTIDE_BINDING		GO_CADHERIN_BINDING	GO_CELL_ADHESION_MOLECULE_BINDING			GO_HYDROLASE_ACTIVITY_ACTING_ON_ACID_ANHYDRIDES																													GO_MOLECULAR_ADAPTOR_ACTIVITY																																														GO_GTPASE_ACTIVITY									GO_GUANYL_NUCLEOTIDE_BINDING
4733	DRG1	developmentally regulated GTP binding protein 1 [Source:HGNC Symbol;Acc:HGNC:3029]		GO_RIBONUCLEOTIDE_BINDING				GO_IDENTICAL_PROTEIN_BINDING		GO_HYDROLASE_ACTIVITY_ACTING_ON_ACID_ANHYDRIDES						GO_CYTOSKELETAL_PROTEIN_BINDING																																				GO_TRANSCRIPTION_FACTOR_BINDING														GO_TUBULIN_BINDING												GO_MICROTUBULE_BINDING							GO_GTPASE_ACTIVITY									GO_GUANYL_NUCLEOTIDE_BINDING
3417	IDH1	isocitrate dehydrogenase (NADP(+)) 1 [Source:HGNC Symbol;Acc:HGNC:5382]				GO_CADHERIN_BINDING	GO_CELL_ADHESION_MOLECULE_BINDING	GO_IDENTICAL_PROTEIN_BINDING																										GO_OXIDOREDUCTASE_ACTIVITY														GO_PROTEIN_DIMERIZATION_ACTIVITY						GO_PROTEIN_HOMODIMERIZATION_ACTIVITY						GO_NADP_BINDING		GO_NAD_BINDING																																
5781	PTPN11	protein tyrosine phosphatase non-receptor type 11 [Source:HGNC Symbol;Acc:HGNC:9644]				GO_CADHERIN_BINDING	GO_CELL_ADHESION_MOLECULE_BINDING		GO_PROTEIN_DOMAIN_SPECIFIC_BINDING					GO_PROTEIN_CONTAINING_COMPLEX_BINDING																			GO_SIGNALING_RECEPTOR_BINDING						GO_MOLECULAR_ADAPTOR_ACTIVITY							GO_INSULIN_RECEPTOR_BINDING																	GO_HORMONE_RECEPTOR_BINDING								GO_RECEPTOR_TYROSINE_KINASE_BINDING				GO_PROTEIN_MACROMOLECULE_ADAPTOR_ACTIVITY		GO_PROTEIN_TYROSINE_KINASE_BINDING			GO_KINASE_BINDING		GO_G_PROTEIN_COUPLED_RECEPTOR_BINDING												
