
9859	CEP170	centrosomal protein 170 [Source:HGNC Symbol;Acc:HGNC:28920]			GO_SPINDLE	GO_SUPRAMOLECULAR_COMPLEX							GO_MITOTIC_SPINDLE		GO_MICROTUBULE_CYTOSKELETON	GO_SUPRAMOLECULAR_POLYMER						GO_MICROTUBULE			GO_POLYMERIC_CYTOSKELETAL_FIBER																										GO_MICROTUBULE_ORGANIZING_CENTER												GO_CENTROSOME								GO_CENTRIOLE	GO_CILIUM																									
9181	ARHGEF2	Rho/Rac guanine nucleotide exchange factor 2 [Source:HGNC Symbol;Acc:HGNC:682]			GO_SPINDLE	GO_SUPRAMOLECULAR_COMPLEX									GO_MICROTUBULE_CYTOSKELETON	GO_SUPRAMOLECULAR_POLYMER			GO_SYNAPSE	GO_DENDRITIC_TREE	GO_CELL_SUBSTRATE_JUNCTION	GO_MICROTUBULE		GO_ACTIN_CYTOSKELETON	GO_POLYMERIC_CYTOSKELETAL_FIBER		GO_NEURON_PROJECTION						GO_ANCHORING_JUNCTION		GO_SOMATODENDRITIC_COMPARTMENT		GO_RUFFLE			GO_PLASMA_MEMBRANE_REGION			GO_CELL_LEADING_EDGE												GO_RUFFLE_MEMBRANE									GO_CELL_BODY		GO_CELL_PROJECTION_MEMBRANE												GO_LEADING_EDGE_MEMBRANE									GO_CELL_CELL_JUNCTION	GO_GOLGI_APPARATUS							GO_POSTSYNAPSE		
9700	ESPL1	extra spindle pole bodies like 1, separase [Source:HGNC Symbol;Acc:HGNC:16856]			GO_SPINDLE								GO_MITOTIC_SPINDLE		GO_MICROTUBULE_CYTOSKELETON																																				GO_MICROTUBULE_ORGANIZING_CENTER												GO_CENTROSOME																																		
301	ANXA1	annexin A1 [Source:HGNC Symbol;Acc:HGNC:533]				GO_SUPRAMOLECULAR_COMPLEX	GO_MITOCHONDRION									GO_SUPRAMOLECULAR_POLYMER			GO_SYNAPSE		GO_CELL_SUBSTRATE_JUNCTION			GO_ACTIN_CYTOSKELETON	GO_POLYMERIC_CYTOSKELETAL_FIBER				GO_WHOLE_MEMBRANE		GO_CORNIFIED_ENVELOPE		GO_ANCHORING_JUNCTION							GO_PLASMA_MEMBRANE_REGION		GO_LATERAL_PLASMA_MEMBRANE																				GO_ENVELOPE					GO_SARCOLEMMA		GO_APICAL_PLASMA_MEMBRANE			GO_CILIUM			GO_EARLY_ENDOSOME_MEMBRANE	GO_ADHERENS_JUNCTION	GO_EXTRINSIC_COMPONENT_OF_PLASMA_MEMBRANE		GO_COLLAGEN_CONTAINING_EXTRACELLULAR_MATRIX	GO_APICAL_PART_OF_CELL				GO_MITOCHONDRIAL_ENVELOPE			GO_CELL_CELL_JUNCTION		GO_ENDOSOME_MEMBRANE		GO_BASOLATERAL_PLASMA_MEMBRANE		GO_EXTRACELLULAR_MATRIX	GO_ENDOSOME		GO_EXTRINSIC_COMPONENT_OF_MEMBRANE	
51441	YTHDF2	YTH N6-methyladenosine RNA binding protein 2 [Source:HGNC Symbol;Acc:HGNC:31675]				GO_SUPRAMOLECULAR_COMPLEX									GO_MICROTUBULE_CYTOSKELETON																																				GO_MICROTUBULE_ORGANIZING_CENTER			GO_CENTRIOLAR_SATELLITE									GO_CENTROSOME																																		
10273	STUB1	STIP1 homology and U-box containing protein 1 [Source:HGNC Symbol;Acc:HGNC:11427]				GO_SUPRAMOLECULAR_COMPLEX										GO_SUPRAMOLECULAR_POLYMER		GO_INCLUSION_BODY												GO_ENDOPLASMIC_RETICULUM																GO_CATALYTIC_COMPLEX																																												GO_CONTRACTILE_FIBER							
23603	CORO1C	coronin 1C [Source:HGNC Symbol;Acc:HGNC:2254]				GO_SUPRAMOLECULAR_COMPLEX										GO_SUPRAMOLECULAR_POLYMER			GO_SYNAPSE		GO_CELL_SUBSTRATE_JUNCTION			GO_ACTIN_CYTOSKELETON					GO_WHOLE_MEMBRANE			GO_MEMBRANE_REGION	GO_ANCHORING_JUNCTION				GO_RUFFLE			GO_PLASMA_MEMBRANE_REGION		GO_LATERAL_PLASMA_MEMBRANE	GO_CELL_LEADING_EDGE												GO_RUFFLE_MEMBRANE						GO_CELL_CORTEX					GO_CELL_PROJECTION_MEMBRANE	GO_SARCOLEMMA											GO_LEADING_EDGE_MEMBRANE											GO_ENDOSOME_MEMBRANE	GO_CONTRACTILE_FIBER				GO_ENDOSOME			
25828	TXN2	thioredoxin 2 [Source:HGNC Symbol;Acc:HGNC:17772]					GO_MITOCHONDRION		GO_MITOCHONDRIAL_MATRIX											GO_DENDRITIC_TREE							GO_NEURON_PROJECTION								GO_SOMATODENDRITIC_COMPARTMENT																													GO_CELL_BODY																																	
79736	TEFM	transcription elongation factor, mitochondrial [Source:HGNC Symbol;Acc:HGNC:26223]					GO_MITOCHONDRION		GO_MITOCHONDRIAL_MATRIX																																				GO_RIBONUCLEOPROTEIN_COMPLEX																																																				
201626	PDE12	phosphodiesterase 12 [Source:HGNC Symbol;Acc:HGNC:25386]					GO_MITOCHONDRION		GO_MITOCHONDRIAL_MATRIX																																																																																								
4191	MDH2	malate dehydrogenase 2 [Source:HGNC Symbol;Acc:HGNC:6971]					GO_MITOCHONDRION		GO_MITOCHONDRIAL_MATRIX																																																																																								
5106	PCK2	phosphoenolpyruvate carboxykinase 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:8725]					GO_MITOCHONDRION		GO_MITOCHONDRIAL_MATRIX																																																																																								
51601	LIPT1	lipoyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:29569]					GO_MITOCHONDRION		GO_MITOCHONDRIAL_MATRIX																																																																																								
92935	MARS2	methionyl-tRNA synthetase 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:25133]					GO_MITOCHONDRION		GO_MITOCHONDRIAL_MATRIX																																																																																								
28964	GIT1	GIT ArfGAP 1 [Source:HGNC Symbol;Acc:HGNC:4272]					GO_MITOCHONDRION												GO_SYNAPSE		GO_CELL_SUBSTRATE_JUNCTION						GO_NEURON_PROJECTION						GO_ANCHORING_JUNCTION																																					GO_AXON			GO_NEURON_PROJECTION_TERMINUS																								GO_DISTAL_AXON
824	CAPN2	calpain 2 [Source:HGNC Symbol;Acc:HGNC:1479]					GO_MITOCHONDRION													GO_DENDRITIC_TREE	GO_CELL_SUBSTRATE_JUNCTION			GO_ACTIN_CYTOSKELETON			GO_NEURON_PROJECTION		GO_WHOLE_MEMBRANE	GO_ENDOPLASMIC_RETICULUM		GO_MEMBRANE_REGION	GO_ANCHORING_JUNCTION		GO_SOMATODENDRITIC_COMPARTMENT												GO_CORTICAL_ACTIN_CYTOSKELETON												GO_CORTICAL_CYTOSKELETON		GO_CELL_CORTEX	GO_ENVELOPE		GO_CELL_BODY																				GO_MITOCHONDRIAL_ENVELOPE				GO_GOLGI_APPARATUS									
2181	ACSL3	acyl-CoA synthetase long chain family member 3 [Source:HGNC Symbol;Acc:HGNC:3570]					GO_MITOCHONDRION																						GO_WHOLE_MEMBRANE	GO_ENDOPLASMIC_RETICULUM											GO_MICROBODY_MEMBRANE											GO_LIPID_DROPLET										GO_ENVELOPE						GO_MICROBODY															GO_NUCLEAR_OUTER_MEMBRANE_ENDOPLASMIC_RETICULUM_MEMBRANE_NETWORK	GO_MITOCHONDRIAL_ENVELOPE				GO_GOLGI_APPARATUS									
23770	FKBP8	FKBP prolyl isomerase 8 [Source:HGNC Symbol;Acc:HGNC:3724]					GO_MITOCHONDRION																							GO_ENDOPLASMIC_RETICULUM																																GO_ENVELOPE																					GO_NUCLEAR_OUTER_MEMBRANE_ENDOPLASMIC_RETICULUM_MEMBRANE_NETWORK	GO_MITOCHONDRIAL_ENVELOPE													
23397	NCAPH	non-SMC condensin I complex subunit H [Source:HGNC Symbol;Acc:HGNC:1112]								GO_CONDENSED_CHROMOSOME																																															GO_CONDENSED_NUCLEAR_CHROMOSOME																																								
6224	RPS20	ribosomal protein S20 [Source:HGNC Symbol;Acc:HGNC:10405]										GO_CYTOSOLIC_SMALL_RIBOSOMAL_SUBUNIT					GO_SMALL_RIBOSOMAL_SUBUNIT		GO_SYNAPSE				GO_CYTOSOLIC_RIBOSOME															GO_RIBOSOMAL_SUBUNIT							GO_RIBONUCLEOPROTEIN_COMPLEX			GO_RIBOSOME																																																	
1939	EIF2D	eukaryotic translation initiation factor 2D [Source:HGNC Symbol;Acc:HGNC:6583]										GO_CYTOSOLIC_SMALL_RIBOSOMAL_SUBUNIT					GO_SMALL_RIBOSOMAL_SUBUNIT						GO_CYTOSOLIC_RIBOSOME															GO_RIBOSOMAL_SUBUNIT							GO_RIBONUCLEOPROTEIN_COMPLEX			GO_RIBOSOME								GO_NUCLEAR_BODY																																									
51065	RPS27L	ribosomal protein S27 like [Source:HGNC Symbol;Acc:HGNC:18476]										GO_CYTOSOLIC_SMALL_RIBOSOMAL_SUBUNIT					GO_SMALL_RIBOSOMAL_SUBUNIT						GO_CYTOSOLIC_RIBOSOME															GO_RIBOSOMAL_SUBUNIT							GO_RIBONUCLEOPROTEIN_COMPLEX			GO_RIBOSOME																																																	
2060	EPS15	epidermal growth factor receptor pathway substrate 15 [Source:HGNC Symbol;Acc:HGNC:3419]																GO_INCLUSION_BODY	GO_SYNAPSE									GO_AGGRESOME	GO_WHOLE_MEMBRANE										GO_VESICLE_COAT	GO_PLASMA_MEMBRANE_REGION				GO_CLATHRIN_COATED_PIT									GO_MEMBRANE_COAT							GO_COATED_VESICLE						GO_CELL_PROJECTION_MEMBRANE			GO_APICAL_PLASMA_MEMBRANE			GO_CILIUM			GO_EARLY_ENDOSOME_MEMBRANE					GO_APICAL_PART_OF_CELL		GO_COATED_VESICLE_MEMBRANE			GO_CLATHRIN_COATED_VESICLE				GO_ENDOSOME_MEMBRANE		GO_BASOLATERAL_PLASMA_MEMBRANE			GO_ENDOSOME	GO_POSTSYNAPSE		
10243	GPHN	gephyrin [Source:HGNC Symbol;Acc:HGNC:15465]																	GO_SYNAPSE	GO_DENDRITIC_TREE							GO_NEURON_PROJECTION								GO_SOMATODENDRITIC_COMPARTMENT					GO_PLASMA_MEMBRANE_REGION																																																							GO_POSTSYNAPSE		
22848	AAK1	AP2 associated kinase 1 [Source:HGNC Symbol;Acc:HGNC:19679]																	GO_SYNAPSE								GO_NEURON_PROJECTION													GO_PLASMA_MEMBRANE_REGION			GO_CELL_LEADING_EDGE	GO_CLATHRIN_COATED_PIT																GO_COATED_VESICLE										GO_AXON			GO_NEURON_PROJECTION_TERMINUS				GO_EXTRINSIC_COMPONENT_OF_PLASMA_MEMBRANE								GO_CLATHRIN_COATED_VESICLE											GO_EXTRINSIC_COMPONENT_OF_MEMBRANE	GO_DISTAL_AXON
6416	MAP2K4	mitogen-activated protein kinase kinase 4 [Source:HGNC Symbol;Acc:HGNC:6844]																		GO_DENDRITIC_TREE							GO_NEURON_PROJECTION								GO_SOMATODENDRITIC_COMPARTMENT															GO_NEURON_PROJECTION_CYTOPLASM														GO_CELL_BODY						GO_AXON																GO_PLASMA_MEMBRANE_BOUNDED_CELL_PROJECTION_CYTOPLASM						GO_CYTOPLASMIC_REGION					
55915	LANCL2	LanC like 2 [Source:HGNC Symbol;Acc:HGNC:6509]																						GO_ACTIN_CYTOSKELETON																							GO_CORTICAL_ACTIN_CYTOSKELETON												GO_CORTICAL_CYTOSKELETON		GO_CELL_CORTEX																																				
5230	PGK1	phosphoglycerate kinase 1 [Source:HGNC Symbol;Acc:HGNC:8896]																											GO_WHOLE_MEMBRANE			GO_MEMBRANE_REGION																																																																	
5189	PEX1	peroxisomal biogenesis factor 1 [Source:HGNC Symbol;Acc:HGNC:8850]																											GO_WHOLE_MEMBRANE												GO_MICROBODY_MEMBRANE																											GO_MICROBODY																													
2335	FN1	fibronectin 1 [Source:HGNC Symbol;Acc:HGNC:3778]																												GO_ENDOPLASMIC_RETICULUM										GO_PLASMA_MEMBRANE_REGION																									GO_VESICLE_LUMEN				GO_APICAL_PLASMA_MEMBRANE										GO_COLLAGEN_CONTAINING_EXTRACELLULAR_MATRIX	GO_APICAL_PART_OF_CELL													GO_EXTRACELLULAR_MATRIX				
11231	SEC63	SEC63 homolog, protein translocation regulator [Source:HGNC Symbol;Acc:HGNC:21082]																												GO_ENDOPLASMIC_RETICULUM																																																					GO_NUCLEAR_OUTER_MEMBRANE_ENDOPLASMIC_RETICULUM_MEMBRANE_NETWORK														
9255	AIMP1	aminoacyl tRNA synthetase complex interacting multifunctional protein 1 [Source:HGNC Symbol;Acc:HGNC:10648]																												GO_ENDOPLASMIC_RETICULUM																																																										GO_GOLGI_APPARATUS									
6698	SPRR1A	small proline rich protein 1A [Source:HGNC Symbol;Acc:HGNC:11259]																													GO_CORNIFIED_ENVELOPE																																																																		
6282	S100A11	S100 calcium binding protein A11 [Source:HGNC Symbol;Acc:HGNC:10488]																															GO_ANCHORING_JUNCTION				GO_RUFFLE						GO_CELL_LEADING_EDGE																						GO_VESICLE_LUMEN											GO_ADHERENS_JUNCTION											GO_CELL_CELL_JUNCTION										
9989	PPP4R1	protein phosphatase 4 regulatory subunit 1 [Source:HGNC Symbol;Acc:HGNC:9320]																																		GO_PHOSPHATASE_COMPLEX										GO_CATALYTIC_COMPLEX																																																			
51747	LUC7L3	LUC7 like 3 pre-mRNA splicing factor [Source:HGNC Symbol;Acc:HGNC:24309]																																											GO_RIBONUCLEOPROTEIN_COMPLEX											GO_NUCLEAR_BODY																		GO_NUCLEAR_SPECK																							
6878	TAF6	TATA-box binding protein associated factor 6 [Source:HGNC Symbol;Acc:HGNC:11540]																																												GO_CATALYTIC_COMPLEX												GO_METHYLTRANSFERASE_COMPLEX																																							
3276	PRMT1	protein arginine methyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:5187]																																												GO_CATALYTIC_COMPLEX												GO_METHYLTRANSFERASE_COMPLEX																																							
5719	PSMD13	proteasome 26S subunit, non-ATPase 13 [Source:HGNC Symbol;Acc:HGNC:9558]																																												GO_CATALYTIC_COMPLEX																			GO_VESICLE_LUMEN																																
5981	RFC1	replication factor C subunit 1 [Source:HGNC Symbol;Acc:HGNC:9969]																																												GO_CATALYTIC_COMPLEX																																																			
114034	TOE1	target of EGR1, exonuclease [Source:HGNC Symbol;Acc:HGNC:15954]																																																						GO_NUCLEAR_BODY																		GO_NUCLEAR_SPECK																							
6651	SON	SON DNA and RNA binding protein [Source:HGNC Symbol;Acc:HGNC:11183]																																																						GO_NUCLEAR_BODY																		GO_NUCLEAR_SPECK																							
7874	USP7	ubiquitin specific peptidase 7 [Source:HGNC Symbol;Acc:HGNC:12630]																																																						GO_NUCLEAR_BODY																																									
56683	CFAP298	cilia and flagella associated protein 298 [Source:HGNC Symbol;Acc:HGNC:1301]																																																																						GO_CILIUM																									
5118	PCOLCE	procollagen C-endopeptidase enhancer [Source:HGNC Symbol;Acc:HGNC:8738]																																																																													GO_COLLAGEN_CONTAINING_EXTRACELLULAR_MATRIX														GO_EXTRACELLULAR_MATRIX				
29763	PACSIN3	protein kinase C and casein kinase substrate in neurons 3 [Source:HGNC Symbol;Acc:HGNC:8572]																																																																																												GO_ENDOSOME			
4839	NOP2	NOP2 nucleolar protein [Source:HGNC Symbol;Acc:HGNC:7867]																																																																																															
6829	SUPT5H	SPT5 homolog, DSIF elongation factor subunit [Source:HGNC Symbol;Acc:HGNC:11469]																																																																																															
25831	HECTD1	HECT domain E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:HGNC:20157]																																																																																															
389362	PSMG4	proteasome assembly chaperone 4 [Source:HGNC Symbol;Acc:HGNC:21108]																																																																																															
4664	NAB1	NGFI-A binding protein 1 [Source:HGNC Symbol;Acc:HGNC:7626]																																																																																															
55172	DNAAF2	dynein axonemal assembly factor 2 [Source:HGNC Symbol;Acc:HGNC:20188]																																																																																															
55222	LRRC20	leucine rich repeat containing 20 [Source:HGNC Symbol;Acc:HGNC:23421]																																																																																															
57446	NDRG3	NDRG family member 3 [Source:HGNC Symbol;Acc:HGNC:14462]																																																																																															
64786	TBC1D15	TBC1 domain family member 15 [Source:HGNC Symbol;Acc:HGNC:25694]																																																																																															
7264	TSTA3	tissue specific transplantation antigen P35B [Source:HGNC Symbol;Acc:HGNC:12390]																																																																																															
7358	UGDH	UDP-glucose 6-dehydrogenase [Source:HGNC Symbol;Acc:HGNC:12525]																																																																																															
83475	DOHH	deoxyhypusine hydroxylase [Source:HGNC Symbol;Acc:HGNC:28662]																																																																																															
