
1314	COPA	COPI coat complex subunit alpha [Source:HGNC Symbol;Acc:HGNC:2230]	GO_RNA_BINDING																	GO_SIGNALING_RECEPTOR_BINDING																							GO_STRUCTURAL_MOLECULE_ACTIVITY
25879	DCAF13	DDB1 and CUL4 associated factor 13 [Source:HGNC Symbol;Acc:HGNC:24535]	GO_RNA_BINDING																	GO_SIGNALING_RECEPTOR_BINDING																							
51747	LUC7L3	LUC7 like 3 pre-mRNA splicing factor [Source:HGNC Symbol;Acc:HGNC:24309]	GO_RNA_BINDING																																								
23193	GANAB	glucosidase II alpha subunit [Source:HGNC Symbol;Acc:HGNC:4138]	GO_RNA_BINDING																																								
125950	RAVER1	ribonucleoprotein, PTB binding 1 [Source:HGNC Symbol;Acc:HGNC:30296]	GO_RNA_BINDING																																								
26130	GAPVD1	GTPase activating protein and VPS9 domains 1 [Source:HGNC Symbol;Acc:HGNC:23375]		GO_CADHERIN_BINDING		GO_CELL_ADHESION_MOLECULE_BINDING													GO_GTPASE_REGULATOR_ACTIVITY			GO_NUCLEOSIDE_TRIPHOSPHATASE_REGULATOR_ACTIVITY														GO_ENZYME_ACTIVATOR_ACTIVITY	GO_GTPASE_BINDING	GO_ENZYME_REGULATOR_ACTIVITY		GO_GUANYL_NUCLEOTIDE_EXCHANGE_FACTOR_ACTIVITY			
85456	TNKS1BP1	tankyrase 1 binding protein 1 [Source:HGNC Symbol;Acc:HGNC:19081]		GO_CADHERIN_BINDING		GO_CELL_ADHESION_MOLECULE_BINDING															GO_PROTEIN_DOMAIN_SPECIFIC_BINDING				GO_PROTEIN_CONTAINING_COMPLEX_BINDING																		
488	ATP2A2	ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 2 [Source:HGNC Symbol;Acc:HGNC:812]					GO_PROTON_EXPORTING_ATPASE_ACTIVITY_PHOSPHORYLATIVE_MECHANISM	GO_RIBONUCLEOTIDE_BINDING		GO_ADENYL_NUCLEOTIDE_BINDING	GO_PYROPHOSPHATE_HYDROLYSIS_DRIVEN_PROTON_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	GO_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY_PHOSPHORYLATIVE_MECHANISM				GO_HYDROLASE_ACTIVITY_ACTING_ON_ACID_ANHYDRIDES	GO_ATPASE_COUPLED_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	GO_G_PROTEIN_COUPLED_RECEPTOR_BINDING		GO_SIGNALING_RECEPTOR_BINDING				GO_PRIMARY_ACTIVE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY				GO_PROTON_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	GO_ATPASE_ACTIVITY		GO_CALCIUM_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY		GO_DIVALENT_INORGANIC_CATION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY								GO_ACTIVE_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	GO_CATION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	
9114	ATP6V0D1	ATPase H+ transporting V0 subunit d1 [Source:HGNC Symbol;Acc:HGNC:13724]					GO_PROTON_EXPORTING_ATPASE_ACTIVITY_PHOSPHORYLATIVE_MECHANISM				GO_PYROPHOSPHATE_HYDROLYSIS_DRIVEN_PROTON_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	GO_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY_PHOSPHORYLATIVE_MECHANISM					GO_ATPASE_COUPLED_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY							GO_PRIMARY_ACTIVE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	GO_PROTEIN_CONTAINING_COMPLEX_BINDING			GO_PROTON_TRANSMEMBRANE_TRANSPORTER_ACTIVITY													GO_ACTIVE_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	GO_CATION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	
129607	CMPK2	cytidine/uridine monophosphate kinase 2 [Source:HGNC Symbol;Acc:HGNC:27015]						GO_RIBONUCLEOTIDE_BINDING		GO_ADENYL_NUCLEOTIDE_BINDING				GO_PHOSPHOTRANSFERASE_ACTIVITY_PHOSPHATE_GROUP_AS_ACCEPTOR																													
10654	PMVK	phosphomevalonate kinase [Source:HGNC Symbol;Acc:HGNC:9141]						GO_RIBONUCLEOTIDE_BINDING		GO_ADENYL_NUCLEOTIDE_BINDING				GO_PHOSPHOTRANSFERASE_ACTIVITY_PHOSPHATE_GROUP_AS_ACCEPTOR																													
4640	MYO1A	myosin IA [Source:HGNC Symbol;Acc:HGNC:7595]						GO_RIBONUCLEOTIDE_BINDING		GO_ADENYL_NUCLEOTIDE_BINDING						GO_HYDROLASE_ACTIVITY_ACTING_ON_ACID_ANHYDRIDES									GO_PROTEIN_CONTAINING_COMPLEX_BINDING				GO_ATPASE_ACTIVITY	GO_MOTOR_ACTIVITY		GO_ACTIN_BINDING		GO_CYTOSKELETAL_PROTEIN_BINDING					GO_ACTIN_FILAMENT_BINDING				
80746	TSEN2	tRNA splicing endonuclease subunit 2 [Source:HGNC Symbol;Acc:HGNC:28422]							GO_CATALYTIC_ACTIVITY_ACTING_ON_A_TRNA																	GO_CATALYTIC_ACTIVITY_ACTING_ON_RNA																	
84952	CGNL1	cingulin like 1 [Source:HGNC Symbol;Acc:HGNC:25931]														GO_HYDROLASE_ACTIVITY_ACTING_ON_ACID_ANHYDRIDES														GO_MOTOR_ACTIVITY													
55737	VPS35	VPS35 retromer complex component [Source:HGNC Symbol;Acc:HGNC:13487]																GO_G_PROTEIN_COUPLED_RECEPTOR_BINDING		GO_SIGNALING_RECEPTOR_BINDING																							
22821	RASA3	RAS p21 protein activator 3 [Source:HGNC Symbol;Acc:HGNC:20331]																	GO_GTPASE_REGULATOR_ACTIVITY			GO_NUCLEOSIDE_TRIPHOSPHATASE_REGULATOR_ACTIVITY									GO_CALCIUM_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY		GO_DIVALENT_INORGANIC_CATION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY			GO_ENZYME_ACTIVATOR_ACTIVITY		GO_ENZYME_REGULATOR_ACTIVITY				GO_CATION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	
1809	DPYSL3	dihydropyrimidinase like 3 [Source:HGNC Symbol;Acc:HGNC:3015]																			GO_PROTEIN_DOMAIN_SPECIFIC_BINDING													GO_CYTOSKELETAL_PROTEIN_BINDING									
80014	WWC2	WW and C2 domain containing 2 [Source:HGNC Symbol;Acc:HGNC:24148]																					GO_KINASE_BINDING																				
5223	PGAM1	phosphoglycerate mutase 1 [Source:HGNC Symbol;Acc:HGNC:8888]																					GO_KINASE_BINDING																				
1073	CFL2	cofilin 2 [Source:HGNC Symbol;Acc:HGNC:1875]																							GO_PROTEIN_CONTAINING_COMPLEX_BINDING							GO_ACTIN_BINDING		GO_CYTOSKELETAL_PROTEIN_BINDING					GO_ACTIN_FILAMENT_BINDING				
7265	TTC1	tetratricopeptide repeat domain 1 [Source:HGNC Symbol;Acc:HGNC:12391]																									GO_UNFOLDED_PROTEIN_BINDING																
55667	DENND4C	DENN domain containing 4C [Source:HGNC Symbol;Acc:HGNC:26079]																																	GO_RAB_GTPASE_BINDING		GO_GTPASE_BINDING			GO_GUANYL_NUCLEOTIDE_EXCHANGE_FACTOR_ACTIVITY			
6050	RNH1	ribonuclease/angiogenin inhibitor 1 [Source:HGNC Symbol;Acc:HGNC:10074]																																				GO_ENZYME_REGULATOR_ACTIVITY					
56288	PARD3	par-3 family cell polarity regulator [Source:HGNC Symbol;Acc:HGNC:16051]																																									
83786	FRMD8	FERM domain containing 8 [Source:HGNC Symbol;Acc:HGNC:25462]																																									
