
6651	SON	SON DNA and RNA binding protein [Source:HGNC Symbol;Acc:HGNC:11183]	GO_RNA_BINDING																															GO_PROTEIN_DOMAIN_SPECIFIC_BINDING																																		
51441	YTHDF2	YTH N6-methyladenosine RNA binding protein 2 [Source:HGNC Symbol;Acc:HGNC:31675]	GO_RNA_BINDING																																																																	
51747	LUC7L3	LUC7 like 3 pre-mRNA splicing factor [Source:HGNC Symbol;Acc:HGNC:24309]	GO_RNA_BINDING																																																																	
11231	SEC63	SEC63 homolog, protein translocation regulator [Source:HGNC Symbol;Acc:HGNC:21082]	GO_RNA_BINDING																																																																	
1939	EIF2D	eukaryotic translation initiation factor 2D [Source:HGNC Symbol;Acc:HGNC:6583]	GO_RNA_BINDING																																																																	
2335	FN1	fibronectin 1 [Source:HGNC Symbol;Acc:HGNC:3778]		GO_PROTEIN_CONTAINING_COMPLEX_BINDING	GO_ENZYME_REGULATOR_ACTIVITY	GO_PROTEIN_C_TERMINUS_BINDING	GO_ENZYME_ACTIVATOR_ACTIVITY				GO_IDENTICAL_PROTEIN_BINDING					GO_CELL_ADHESION_MOLECULE_BINDING				GO_PEPTIDASE_ACTIVATOR_ACTIVITY													GO_STRUCTURAL_MOLECULE_ACTIVITY	GO_PROTEIN_DOMAIN_SPECIFIC_BINDING				GO_COLLAGEN_BINDING				GO_SULFUR_COMPOUND_BINDING				GO_SIGNALING_RECEPTOR_BINDING		GO_CHAPERONE_BINDING														GO_EXTRACELLULAR_MATRIX_STRUCTURAL_CONSTITUENT	GO_HEPARIN_BINDING					
5118	PCOLCE	procollagen C-endopeptidase enhancer [Source:HGNC Symbol;Acc:HGNC:8738]		GO_PROTEIN_CONTAINING_COMPLEX_BINDING	GO_ENZYME_REGULATOR_ACTIVITY		GO_ENZYME_ACTIVATOR_ACTIVITY													GO_PEPTIDASE_ACTIVATOR_ACTIVITY													GO_STRUCTURAL_MOLECULE_ACTIVITY					GO_COLLAGEN_BINDING				GO_SULFUR_COMPOUND_BINDING																				GO_EXTRACELLULAR_MATRIX_STRUCTURAL_CONSTITUENT	GO_HEPARIN_BINDING					
28964	GIT1	GIT ArfGAP 1 [Source:HGNC Symbol;Acc:HGNC:4272]		GO_PROTEIN_CONTAINING_COMPLEX_BINDING	GO_ENZYME_REGULATOR_ACTIVITY		GO_ENZYME_ACTIVATOR_ACTIVITY														GO_NUCLEOSIDE_TRIPHOSPHATASE_REGULATOR_ACTIVITY																										GO_GTPASE_REGULATOR_ACTIVITY																					
5189	PEX1	peroxisomal biogenesis factor 1 [Source:HGNC Symbol;Acc:HGNC:8850]		GO_PROTEIN_CONTAINING_COMPLEX_BINDING		GO_PROTEIN_C_TERMINUS_BINDING		GO_ADENYL_NUCLEOTIDE_BINDING	GO_RIBONUCLEOTIDE_BINDING																		GO_ATPASE_ACTIVITY																																								GO_HYDROLASE_ACTIVITY_ACTING_ON_ACID_ANHYDRIDES	
5347	PLK1	polo like kinase 1 [Source:HGNC Symbol;Acc:HGNC:9077]		GO_PROTEIN_CONTAINING_COMPLEX_BINDING				GO_ADENYL_NUCLEOTIDE_BINDING	GO_RIBONUCLEOTIDE_BINDING	GO_CYTOSKELETAL_PROTEIN_BINDING	GO_IDENTICAL_PROTEIN_BINDING											GO_TRANSFERASE_ACTIVITY_TRANSFERRING_PHOSPHORUS_CONTAINING_GROUPS													GO_KINASE_ACTIVITY		GO_KINASE_BINDING							GO_MICROTUBULE_BINDING	GO_PROTEIN_KINASE_ACTIVITY										GO_TUBULIN_BINDING						GO_PROTEIN_SERINE_THREONINE_KINASE_ACTIVITY							
22848	AAK1	AP2 associated kinase 1 [Source:HGNC Symbol;Acc:HGNC:19679]		GO_PROTEIN_CONTAINING_COMPLEX_BINDING				GO_ADENYL_NUCLEOTIDE_BINDING	GO_RIBONUCLEOTIDE_BINDING													GO_TRANSFERASE_ACTIVITY_TRANSFERRING_PHOSPHORUS_CONTAINING_GROUPS													GO_KINASE_ACTIVITY										GO_PROTEIN_KINASE_ACTIVITY	GO_SIGNALING_RECEPTOR_BINDING															GO_PROTEIN_SERINE_THREONINE_KINASE_ACTIVITY							
824	CAPN2	calpain 2 [Source:HGNC Symbol;Acc:HGNC:1479]		GO_PROTEIN_CONTAINING_COMPLEX_BINDING						GO_CYTOSKELETAL_PROTEIN_BINDING				GO_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY	GO_CYSTEINE_TYPE_PEPTIDASE_ACTIVITY																																									GO_CALCIUM_ION_BINDING								GO_ENDOPEPTIDASE_ACTIVITY				
23603	CORO1C	coronin 1C [Source:HGNC Symbol;Acc:HGNC:2254]		GO_PROTEIN_CONTAINING_COMPLEX_BINDING						GO_CYTOSKELETAL_PROTEIN_BINDING							GO_GTPASE_BINDING												GO_SMALL_GTPASE_BINDING										GO_RAC_GTPASE_BINDING																					GO_RHO_GTPASE_BINDING								
25828	TXN2	thioredoxin 2 [Source:HGNC Symbol;Acc:HGNC:17772]		GO_PROTEIN_CONTAINING_COMPLEX_BINDING																			GO_DISULFIDE_OXIDOREDUCTASE_ACTIVITY							GO_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_A_SULFUR_GROUP_OF_DONORS						GO_OXIDOREDUCTASE_ACTIVITY																																
113130	CDCA5	cell division cycle associated 5 [Source:HGNC Symbol;Acc:HGNC:14626]		GO_PROTEIN_CONTAINING_COMPLEX_BINDING																																													GO_CHROMATIN_BINDING																			
389362	PSMG4	proteasome assembly chaperone 4 [Source:HGNC Symbol;Acc:HGNC:21108]		GO_PROTEIN_CONTAINING_COMPLEX_BINDING																																																																
5981	RFC1	replication factor C subunit 1 [Source:HGNC Symbol;Acc:HGNC:9969]			GO_ENZYME_REGULATOR_ACTIVITY		GO_ENZYME_ACTIVATOR_ACTIVITY	GO_ADENYL_NUCLEOTIDE_BINDING	GO_RIBONUCLEOTIDE_BINDING																		GO_ATPASE_ACTIVITY							GO_PROTEIN_DOMAIN_SPECIFIC_BINDING																	GO_DNA_DEPENDENT_ATPASE_ACTIVITY																GO_HYDROLASE_ACTIVITY_ACTING_ON_ACID_ANHYDRIDES	
64786	TBC1D15	TBC1 domain family member 15 [Source:HGNC Symbol;Acc:HGNC:25694]			GO_ENZYME_REGULATOR_ACTIVITY		GO_ENZYME_ACTIVATOR_ACTIVITY										GO_GTPASE_BINDING				GO_NUCLEOSIDE_TRIPHOSPHATASE_REGULATOR_ACTIVITY								GO_SMALL_GTPASE_BINDING																		GO_GTPASE_REGULATOR_ACTIVITY																					
23397	NCAPH	non-SMC condensin I complex subunit H [Source:HGNC Symbol;Acc:HGNC:1112]			GO_ENZYME_REGULATOR_ACTIVITY		GO_ENZYME_ACTIVATOR_ACTIVITY														GO_NUCLEOSIDE_TRIPHOSPHATASE_REGULATOR_ACTIVITY																												GO_CHROMATIN_BINDING																			
9989	PPP4R1	protein phosphatase 4 regulatory subunit 1 [Source:HGNC Symbol;Acc:HGNC:9320]			GO_ENZYME_REGULATOR_ACTIVITY																																			GO_PROTEIN_SERINE_THREONINE_PHOSPHATASE_ACTIVITY																	GO_HYDROLASE_ACTIVITY_ACTING_ON_ESTER_BONDS									GO_PHOSPHOPROTEIN_PHOSPHATASE_ACTIVITY		
22924	MAPRE3	microtubule associated protein RP/EB family member 3 [Source:HGNC Symbol;Acc:HGNC:6892]				GO_PROTEIN_C_TERMINUS_BINDING				GO_CYTOSKELETAL_PROTEIN_BINDING	GO_IDENTICAL_PROTEIN_BINDING																										GO_KINASE_BINDING							GO_MICROTUBULE_BINDING											GO_TUBULIN_BINDING													
5515	PPP2CA	protein phosphatase 2 catalytic subunit alpha [Source:HGNC Symbol;Acc:HGNC:9299]				GO_PROTEIN_C_TERMINUS_BINDING				GO_CYTOSKELETAL_PROTEIN_BINDING														GO_TAU_PROTEIN_BINDING							GO_PROTEIN_DIMERIZATION_ACTIVITY									GO_PROTEIN_SERINE_THREONINE_PHOSPHATASE_ACTIVITY						GO_SIGNALING_RECEPTOR_BINDING						GO_PROTEIN_HETERODIMERIZATION_ACTIVITY					GO_HYDROLASE_ACTIVITY_ACTING_ON_ESTER_BONDS									GO_PHOSPHOPROTEIN_PHOSPHATASE_ACTIVITY		
7874	USP7	ubiquitin specific peptidase 7 [Source:HGNC Symbol;Acc:HGNC:12630]				GO_PROTEIN_C_TERMINUS_BINDING								GO_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY	GO_CYSTEINE_TYPE_PEPTIDASE_ACTIVITY																																			GO_UBIQUITIN_LIKE_PROTEIN_LIGASE_BINDING				GO_TRANSCRIPTION_FACTOR_BINDING										GO_ENDOPEPTIDASE_ACTIVITY				
5230	PGK1	phosphoglycerate kinase 1 [Source:HGNC Symbol;Acc:HGNC:8896]						GO_ADENYL_NUCLEOTIDE_BINDING	GO_RIBONUCLEOTIDE_BINDING													GO_TRANSFERASE_ACTIVITY_TRANSFERRING_PHOSPHORUS_CONTAINING_GROUPS	GO_DISULFIDE_OXIDOREDUCTASE_ACTIVITY							GO_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_A_SULFUR_GROUP_OF_DONORS					GO_KINASE_ACTIVITY	GO_OXIDOREDUCTASE_ACTIVITY																																
6416	MAP2K4	mitogen-activated protein kinase kinase 4 [Source:HGNC Symbol;Acc:HGNC:6844]						GO_ADENYL_NUCLEOTIDE_BINDING	GO_RIBONUCLEOTIDE_BINDING													GO_TRANSFERASE_ACTIVITY_TRANSFERRING_PHOSPHORUS_CONTAINING_GROUPS													GO_KINASE_ACTIVITY		GO_KINASE_BINDING								GO_PROTEIN_KINASE_ACTIVITY																GO_PROTEIN_SERINE_THREONINE_KINASE_ACTIVITY							
10243	GPHN	gephyrin [Source:HGNC Symbol;Acc:HGNC:15465]						GO_ADENYL_NUCLEOTIDE_BINDING	GO_RIBONUCLEOTIDE_BINDING													GO_TRANSFERASE_ACTIVITY_TRANSFERRING_PHOSPHORUS_CONTAINING_GROUPS														GO_OXIDOREDUCTASE_ACTIVITY																																
92935	MARS2	methionyl-tRNA synthetase 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:25133]						GO_ADENYL_NUCLEOTIDE_BINDING	GO_RIBONUCLEOTIDE_BINDING																GO_CATALYTIC_ACTIVITY_ACTING_ON_RNA																																											
3070	HELLS	helicase, lymphoid specific [Source:HGNC Symbol;Acc:HGNC:4861]						GO_ADENYL_NUCLEOTIDE_BINDING	GO_RIBONUCLEOTIDE_BINDING																		GO_ATPASE_ACTIVITY																						GO_CHROMATIN_BINDING									GO_HELICASE_ACTIVITY									GO_HYDROLASE_ACTIVITY_ACTING_ON_ACID_ANHYDRIDES	
55915	LANCL2	LanC like 2 [Source:HGNC Symbol;Acc:HGNC:6509]						GO_ADENYL_NUCLEOTIDE_BINDING	GO_RIBONUCLEOTIDE_BINDING																																																								GO_PHOSPHOLIPID_BINDING			
5106	PCK2	phosphoenolpyruvate carboxykinase 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:8725]							GO_RIBONUCLEOTIDE_BINDING																																																											
10273	STUB1	STIP1 homology and U-box containing protein 1 [Source:HGNC Symbol;Acc:HGNC:11427]								GO_CYTOSKELETAL_PROTEIN_BINDING	GO_IDENTICAL_PROTEIN_BINDING													GO_TAU_PROTEIN_BINDING							GO_PROTEIN_DIMERIZATION_ACTIVITY			GO_PROTEIN_DOMAIN_SPECIFIC_BINDING			GO_KINASE_BINDING									GO_SIGNALING_RECEPTOR_BINDING		GO_CHAPERONE_BINDING		GO_UBIQUITIN_LIKE_PROTEIN_LIGASE_BINDING																		
29763	PACSIN3	protein kinase C and casein kinase substrate in neurons 3 [Source:HGNC Symbol;Acc:HGNC:8572]								GO_CYTOSKELETAL_PROTEIN_BINDING	GO_IDENTICAL_PROTEIN_BINDING																																																						GO_PHOSPHOLIPID_BINDING			
9181	ARHGEF2	Rho/Rac guanine nucleotide exchange factor 2 [Source:HGNC Symbol;Acc:HGNC:682]								GO_CYTOSKELETAL_PROTEIN_BINDING							GO_GTPASE_BINDING												GO_SMALL_GTPASE_BINDING										GO_RAC_GTPASE_BINDING					GO_MICROTUBULE_BINDING										GO_TRANSCRIPTION_FACTOR_BINDING	GO_TUBULIN_BINDING					GO_RHO_GTPASE_BINDING								
6282	S100A11	S100 calcium binding protein A11 [Source:HGNC Symbol;Acc:HGNC:10488]									GO_IDENTICAL_PROTEIN_BINDING		GO_CADHERIN_BINDING_INVOLVED_IN_CELL_CELL_ADHESION			GO_CELL_ADHESION_MOLECULE_BINDING		GO_CADHERIN_BINDING													GO_PROTEIN_DIMERIZATION_ACTIVITY	GO_CELL_ADHESION_MEDIATOR_ACTIVITY									GO_CALCIUM_DEPENDENT_PROTEIN_BINDING															GO_CALCIUM_ION_BINDING												
2060	EPS15	epidermal growth factor receptor pathway substrate 15 [Source:HGNC Symbol;Acc:HGNC:3419]									GO_IDENTICAL_PROTEIN_BINDING					GO_CELL_ADHESION_MOLECULE_BINDING		GO_CADHERIN_BINDING																GO_PROTEIN_DOMAIN_SPECIFIC_BINDING																						GO_CALCIUM_ION_BINDING												
7264	TSTA3	tissue specific transplantation antigen P35B [Source:HGNC Symbol;Acc:HGNC:12390]									GO_IDENTICAL_PROTEIN_BINDING																									GO_OXIDOREDUCTASE_ACTIVITY																																
201626	PDE12	phosphodiesterase 12 [Source:HGNC Symbol;Acc:HGNC:25386]										GO_POLY_A_SPECIFIC_RIBONUCLEASE_ACTIVITY							GO_EXORIBONUCLEASE_ACTIVITY						GO_CATALYTIC_ACTIVITY_ACTING_ON_RNA	GO_3_5_EXONUCLEASE_ACTIVITY		GO_EXONUCLEASE_ACTIVITY_ACTIVE_WITH_EITHER_RIBO_OR_DEOXYRIBONUCLEIC_ACIDS_AND_PRODUCING_5_PHOSPHOMONOESTERS															GO_EXONUCLEASE_ACTIVITY										GO_RIBONUCLEASE_ACTIVITY				GO_HYDROLASE_ACTIVITY_ACTING_ON_ESTER_BONDS											GO_NUCLEASE_ACTIVITY
9700	ESPL1	extra spindle pole bodies like 1, separase [Source:HGNC Symbol;Acc:HGNC:16856]												GO_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY	GO_CYSTEINE_TYPE_PEPTIDASE_ACTIVITY																																																	GO_ENDOPEPTIDASE_ACTIVITY				
9770	RASSF2	Ras association domain family member 2 [Source:HGNC Symbol;Acc:HGNC:9883]																				GO_TRANSFERASE_ACTIVITY_TRANSFERRING_PHOSPHORUS_CONTAINING_GROUPS													GO_KINASE_ACTIVITY										GO_PROTEIN_KINASE_ACTIVITY																							
6878	TAF6	TATA-box binding protein associated factor 6 [Source:HGNC Symbol;Acc:HGNC:11540]																													GO_PROTEIN_DIMERIZATION_ACTIVITY															GO_SIGNALING_RECEPTOR_BINDING						GO_PROTEIN_HETERODIMERIZATION_ACTIVITY		GO_TRANSCRIPTION_FACTOR_BINDING														
6698	SPRR1A	small proline rich protein 1A [Source:HGNC Symbol;Acc:HGNC:11259]																															GO_STRUCTURAL_MOLECULE_ACTIVITY																																			
5719	PSMD13	proteasome 26S subunit, non-ATPase 13 [Source:HGNC Symbol;Acc:HGNC:9558]																															GO_STRUCTURAL_MOLECULE_ACTIVITY																																			
83475	DOHH	deoxyhypusine hydroxylase [Source:HGNC Symbol;Acc:HGNC:28662]																																		GO_OXIDOREDUCTASE_ACTIVITY																																
4664	NAB1	NGFI-A binding protein 1 [Source:HGNC Symbol;Acc:HGNC:7626]																																																				GO_TRANSCRIPTION_FACTOR_BINDING														
25831	HECTD1	HECT domain E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:HGNC:20157]																																																																		
55172	DNAAF2	dynein axonemal assembly factor 2 [Source:HGNC Symbol;Acc:HGNC:20188]																																																																		
55222	LRRC20	leucine rich repeat containing 20 [Source:HGNC Symbol;Acc:HGNC:23421]																																																																		
9859	CEP170	centrosomal protein 170 [Source:HGNC Symbol;Acc:HGNC:28920]																																																																		
