
23215	PRRC2C	proline rich coiled-coil 2C [Source:HGNC Symbol;Acc:HGNC:24903]																															
23256	SCFD1	sec1 family domain containing 1 [Source:HGNC Symbol;Acc:HGNC:20726]																															
23435	TARDBP	TAR DNA binding protein [Source:HGNC Symbol;Acc:HGNC:11571]																															
23760	PITPNB	phosphatidylinositol transfer protein beta [Source:HGNC Symbol;Acc:HGNC:9002]																															
307	ANXA4	annexin A4 [Source:HGNC Symbol;Acc:HGNC:542]																															
4733	DRG1	developmentally regulated GTP binding protein 1 [Source:HGNC Symbol;Acc:HGNC:3029]																															
4931	NVL	nuclear VCP like [Source:HGNC Symbol;Acc:HGNC:8070]																															
55023	PHIP	pleckstrin homology domain interacting protein [Source:HGNC Symbol;Acc:HGNC:15673]																															
56893	UBQLN4	ubiquilin 4 [Source:HGNC Symbol;Acc:HGNC:1237]																															
65083	NOL6	nucleolar protein 6 [Source:HGNC Symbol;Acc:HGNC:19910]																															
7150	TOP1	DNA topoisomerase I [Source:HGNC Symbol;Acc:HGNC:11986]																															
7203	CCT3	chaperonin containing TCP1 subunit 3 [Source:HGNC Symbol;Acc:HGNC:1616]																															
7284	TUFM	Tu translation elongation factor, mitochondrial [Source:HGNC Symbol;Acc:HGNC:12420]																															
7415	VCP	valosin containing protein [Source:HGNC Symbol;Acc:HGNC:12666]																															
7555	CNBP	CCHC-type zinc finger nucleic acid binding protein [Source:HGNC Symbol;Acc:HGNC:13164]																															
79902	NUP85	nucleoporin 85 [Source:HGNC Symbol;Acc:HGNC:8734]																															
85440	DOCK7	dedicator of cytokinesis 7 [Source:HGNC Symbol;Acc:HGNC:19190]																															
85456	TNKS1BP1	tankyrase 1 binding protein 1 [Source:HGNC Symbol;Acc:HGNC:19081]																															
8669	EIF3J	eukaryotic translation initiation factor 3 subunit J [Source:HGNC Symbol;Acc:HGNC:3270]																															
8805	TRIM24	tripartite motif containing 24 [Source:HGNC Symbol;Acc:HGNC:11812]																															
92906	HNRNPLL	heterogeneous nuclear ribonucleoprotein L like [Source:HGNC Symbol;Acc:HGNC:25127]																															
9493	KIF23	kinesin family member 23 [Source:HGNC Symbol;Acc:HGNC:6392]																															
9590	AKAP12	A-kinase anchoring protein 12 [Source:HGNC Symbol;Acc:HGNC:370]																															
9656	MDC1	mediator of DNA damage checkpoint 1 [Source:HGNC Symbol;Acc:HGNC:21163]																															
9904	RBM19	RNA binding motif protein 19 [Source:HGNC Symbol;Acc:HGNC:29098]																															
