
2314	FLII	FLII actin remodeling protein [Source:HGNC Symbol;Acc:HGNC:3750]	GO_PROTEIN_CONTAINING_COMPLEX_BINDING		GO_ACTIN_BINDING	GO_ACTIN_FILAMENT_BINDING	GO_CYTOSKELETAL_PROTEIN_BINDING																																	GO_PHOSPHOLIPID_BINDING					
2037	EPB41L2	erythrocyte membrane protein band 4.1 like 2 [Source:HGNC Symbol;Acc:HGNC:3379]	GO_PROTEIN_CONTAINING_COMPLEX_BINDING		GO_ACTIN_BINDING		GO_CYTOSKELETAL_PROTEIN_BINDING							GO_STRUCTURAL_MOLECULE_ACTIVITY	GO_PROTEIN_DOMAIN_SPECIFIC_BINDING																														
8091	HMGA2	high mobility group AT-hook 2 [Source:HGNC Symbol;Acc:HGNC:5009]	GO_PROTEIN_CONTAINING_COMPLEX_BINDING								GO_TRANSCRIPTION_FACTOR_BINDING				GO_PROTEIN_DOMAIN_SPECIFIC_BINDING																		GO_NUCLEOSOME_BINDING	GO_CARBON_OXYGEN_LYASE_ACTIVITY	GO_SMAD_BINDING								GO_TRANSCRIPTION_REGULATOR_ACTIVITY	GO_LYASE_ACTIVITY	
5118	PCOLCE	procollagen C-endopeptidase enhancer [Source:HGNC Symbol;Acc:HGNC:8738]	GO_PROTEIN_CONTAINING_COMPLEX_BINDING											GO_STRUCTURAL_MOLECULE_ACTIVITY											GO_ENZYME_REGULATOR_ACTIVITY																				
29128	UHRF1	ubiquitin like with PHD and ring finger domains 1 [Source:HGNC Symbol;Acc:HGNC:12556]	GO_PROTEIN_CONTAINING_COMPLEX_BINDING																					GO_IDENTICAL_PROTEIN_BINDING									GO_NUCLEOSOME_BINDING								GO_UBIQUITIN_LIKE_PROTEIN_TRANSFERASE_ACTIVITY				
23256	SCFD1	sec1 family domain containing 1 [Source:HGNC Symbol;Acc:HGNC:20726]	GO_PROTEIN_CONTAINING_COMPLEX_BINDING																																										
55920	RCC2	regulator of chromosome condensation 2 [Source:HGNC Symbol;Acc:HGNC:30297]		GO_RNA_BINDING			GO_CYTOSKELETAL_PROTEIN_BINDING						GO_RAC_GTPASE_BINDING		GO_PROTEIN_DOMAIN_SPECIFIC_BINDING								GO_RHO_GTPASE_BINDING							GO_SMALL_GTPASE_BINDING		GO_GTPASE_BINDING													
9208	LRRFIP1	LRR binding FLII interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:6702]		GO_RNA_BINDING						GO_CADHERIN_BINDING							GO_CELL_ADHESION_MOLECULE_BINDING				GO_PROTEIN_HOMODIMERIZATION_ACTIVITY			GO_IDENTICAL_PROTEIN_BINDING													GO_PROTEIN_DIMERIZATION_ACTIVITY						GO_TRANSCRIPTION_REGULATOR_ACTIVITY		
1399	CRKL	CRK like proto-oncogene, adaptor protein [Source:HGNC Symbol;Acc:HGNC:2363]		GO_RNA_BINDING						GO_CADHERIN_BINDING							GO_CELL_ADHESION_MOLECULE_BINDING							GO_IDENTICAL_PROTEIN_BINDING																					
6135	RPL11	ribosomal protein L11 [Source:HGNC Symbol;Acc:HGNC:10301]		GO_RNA_BINDING										GO_STRUCTURAL_MOLECULE_ACTIVITY		GO_UBIQUITIN_PROTEIN_TRANSFERASE_REGULATOR_ACTIVITY		GO_UBIQUITIN_LIKE_PROTEIN_LIGASE_BINDING							GO_ENZYME_REGULATOR_ACTIVITY				GO_STRUCTURAL_CONSTITUENT_OF_RIBOSOME																
6202	RPS8	ribosomal protein S8 [Source:HGNC Symbol;Acc:HGNC:10441]		GO_RNA_BINDING										GO_STRUCTURAL_MOLECULE_ACTIVITY															GO_STRUCTURAL_CONSTITUENT_OF_RIBOSOME																
6228	RPS23	ribosomal protein S23 [Source:HGNC Symbol;Acc:HGNC:10410]		GO_RNA_BINDING										GO_STRUCTURAL_MOLECULE_ACTIVITY															GO_STRUCTURAL_CONSTITUENT_OF_RIBOSOME																
7332	UBE2L3	ubiquitin conjugating enzyme E2 L3 [Source:HGNC Symbol;Acc:HGNC:12488]		GO_RNA_BINDING												GO_UBIQUITIN_PROTEIN_TRANSFERASE_REGULATOR_ACTIVITY		GO_UBIQUITIN_LIKE_PROTEIN_LIGASE_BINDING				GO_RIBONUCLEOTIDE_BINDING			GO_ENZYME_REGULATOR_ACTIVITY		GO_ADENYL_NUCLEOTIDE_BINDING														GO_UBIQUITIN_LIKE_PROTEIN_TRANSFERASE_ACTIVITY	GO_TRANSCRIPTION_COREGULATOR_ACTIVITY	GO_TRANSCRIPTION_REGULATOR_ACTIVITY		
1939	EIF2D	eukaryotic translation initiation factor 2D [Source:HGNC Symbol;Acc:HGNC:6583]		GO_RNA_BINDING																GO_TRANSLATION_REGULATOR_ACTIVITY																GO_TRANSLATION_FACTOR_ACTIVITY_RNA_BINDING		GO_TRANSLATION_REGULATOR_ACTIVITY_NUCLEIC_ACID_BINDING							
29894	CPSF1	cleavage and polyadenylation specific factor 1 [Source:HGNC Symbol;Acc:HGNC:2324]		GO_RNA_BINDING																																									
51574	LARP7	La ribonucleoprotein 7, transcriptional regulator [Source:HGNC Symbol;Acc:HGNC:24912]		GO_RNA_BINDING																																									
5074	PAWR	pro-apoptotic WT1 regulator [Source:HGNC Symbol;Acc:HGNC:8614]			GO_ACTIN_BINDING		GO_CYTOSKELETAL_PROTEIN_BINDING								GO_PROTEIN_DOMAIN_SPECIFIC_BINDING																											GO_TRANSCRIPTION_COREGULATOR_ACTIVITY	GO_TRANSCRIPTION_REGULATOR_ACTIVITY		
6667	SP1	Sp1 transcription factor [Source:HGNC Symbol;Acc:HGNC:11205]									GO_TRANSCRIPTION_FACTOR_BINDING				GO_PROTEIN_DOMAIN_SPECIFIC_BINDING						GO_PROTEIN_HOMODIMERIZATION_ACTIVITY			GO_IDENTICAL_PROTEIN_BINDING													GO_PROTEIN_DIMERIZATION_ACTIVITY						GO_TRANSCRIPTION_REGULATOR_ACTIVITY		GO_PROTEIN_C_TERMINUS_BINDING
7874	USP7	ubiquitin specific peptidase 7 [Source:HGNC Symbol;Acc:HGNC:12630]									GO_TRANSCRIPTION_FACTOR_BINDING							GO_UBIQUITIN_LIKE_PROTEIN_LIGASE_BINDING																											GO_PROTEIN_C_TERMINUS_BINDING
307	ANXA4	annexin A4 [Source:HGNC Symbol;Acc:HGNC:542]									GO_TRANSCRIPTION_FACTOR_BINDING													GO_IDENTICAL_PROTEIN_BINDING	GO_ENZYME_REGULATOR_ACTIVITY															GO_PHOSPHOLIPID_BINDING					
9590	AKAP12	A-kinase anchoring protein 12 [Source:HGNC Symbol;Acc:HGNC:370]										GO_CALMODULIN_BINDING																																	
79902	NUP85	nucleoporin 85 [Source:HGNC Symbol;Acc:HGNC:8734]												GO_STRUCTURAL_MOLECULE_ACTIVITY																															
1017	CDK2	cyclin dependent kinase 2 [Source:HGNC Symbol;Acc:HGNC:1771]													GO_PROTEIN_DOMAIN_SPECIFIC_BINDING							GO_RIBONUCLEOTIDE_BINDING					GO_ADENYL_NUCLEOTIDE_BINDING																		
7167	TPI1	triosephosphate isomerase 1 [Source:HGNC Symbol;Acc:HGNC:12009]																GO_UBIQUITIN_LIKE_PROTEIN_LIGASE_BINDING			GO_PROTEIN_HOMODIMERIZATION_ACTIVITY			GO_IDENTICAL_PROTEIN_BINDING										GO_CARBON_OXYGEN_LYASE_ACTIVITY			GO_PROTEIN_DIMERIZATION_ACTIVITY							GO_LYASE_ACTIVITY	
2634	GBP2	guanylate binding protein 2 [Source:HGNC Symbol;Acc:HGNC:4183]																			GO_PROTEIN_HOMODIMERIZATION_ACTIVITY	GO_RIBONUCLEOTIDE_BINDING		GO_IDENTICAL_PROTEIN_BINDING							GO_HYDROLASE_ACTIVITY_ACTING_ON_ACID_ANHYDRIDES						GO_PROTEIN_DIMERIZATION_ACTIVITY								
10061	ABCF2	ATP binding cassette subfamily F member 2 [Source:HGNC Symbol;Acc:HGNC:71]																				GO_RIBONUCLEOTIDE_BINDING					GO_ADENYL_NUCLEOTIDE_BINDING	GO_ATPASE_ACTIVITY			GO_HYDROLASE_ACTIVITY_ACTING_ON_ACID_ANHYDRIDES														
10051	SMC4	structural maintenance of chromosomes 4 [Source:HGNC Symbol;Acc:HGNC:14013]																				GO_RIBONUCLEOTIDE_BINDING					GO_ADENYL_NUCLEOTIDE_BINDING																		
27143	PALD1	phosphatase domain containing paladin 1 [Source:HGNC Symbol;Acc:HGNC:23530]																																											
7750	ZMYM2	zinc finger MYM-type containing 2 [Source:HGNC Symbol;Acc:HGNC:12989]																																											
291	SLC25A4	solute carrier family 25 member 4 [Source:HGNC Symbol;Acc:HGNC:10990]																																											
23464	GCAT	glycine C-acetyltransferase [Source:HGNC Symbol;Acc:HGNC:4188]																																											
445815	PALM2AKAP2	PALM2 and AKAP2 fusion [Source:HGNC Symbol;Acc:HGNC:33529]																																											
